variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional
MJPLLYR,RC-MARIJUANA PILLS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJSKNMON,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJSKNYR,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJSMKMON,RC-MARIJUANA SMOKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJSMKYR,RC-MARIJUANA SMOKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJVAPFLAG,RC-MARIJUANA VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJVAPMON,RC-MARIJUANA VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MJVAPYR,RC-MARIJUANA VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJFLAG,RC-MARIJUANA - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJMDAYS,RC-# OF DAYS USED MARIJUANA IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJMON,RC-MARIJUANA - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJMONVAP2,"RC-MRJ VAPE, MRJ USE BUT NOT VAPE, OR NO MRJ USE - PAST MON",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJYDAYS,RC-# OF DAYS USED MARIJUANA IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
MRJYR,RC-MARIJUANA - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
NICVAPFLAG,RC-NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
NICVAPMON,RC-NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
NICVAPYR,RC-NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
NICVPMDAYS,RC-# OF DAYS VAPED NICOTINE IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
NITOXIEVER2,"RC-EVER INHALED NITROUS OXIDE OR ""WHIPPITS""",RECODED DRUG USE,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal
NOOPPRANYYR,RC-NONOPIOID PRESCRIPTION PNR - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,994,2.102,False,False,False,Conservar como predictor principal
NOOPPRNMYR,RC-NONOPIOID PRESCRIPTION PNR - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,65,0.137,False,False,False,Conservar como predictor principal
OPIANYYR2,RC-ANY OPIOIDS (RX OPIOIDS OR HEROIN) - PAST YEAR USE,RECODED DRUG USE,Recodificada,9466,20.013,False,False,False,Conservar como predictor principal
OPINMMON2,RC-OPIOIDS (RX OPIOIDS OR HEROIN) - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,410,0.867,False,False,False,Conservar como predictor principal
OPINMYR2,RC-OPIOIDS (RX OPIOIDS OR HEROIN) - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,1441,3.047,False,False,False,Conservar como predictor principal
OTHAEREVER2,RC-EVER USED OTHER AEROSOL SPRAY,RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal
OTHRPNRANY2,RC-OTHER PAIN RELIEVER PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,46826,99.0,False,False,False,Conservar como predictor principal
OTHRPNRMIS,RC-OTHER PAIN RELIEVER PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47238,99.871,False,False,False,Conservar como predictor principal
OTHRSEDANY,RC-OTHER SEDATIVE - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47272,99.943,False,False,False,Conservar como predictor principal
OTHRSEDMIS2,RC-OTHER SEDATIVE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47283,99.966,False,False,False,Conservar como predictor principal
OTHRSTMANY,RC-OTHER STIMULANT - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47267,99.932,False,False,False,Conservar como predictor principal
OTHRSTMMIS,RC-OTHER STIMULANT PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47287,99.975,False,False,False,Conservar como predictor principal
OTHRTRQANY,RC-OTHER TRANQUILIZER- ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47250,99.896,False,False,False,Conservar como predictor principal
OTHRTRQMIS,RC-OTHER TRANQUILIZER PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47279,99.958,False,False,False,Conservar como predictor principal
OXYCNANYYR2,RC-OXYCONTIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
OXYCNNMYR,RC-OXYCONTIN - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PCPFLAG,RC-PCP - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PCPMON,RC-PCP - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PCPYR,RC-PCP - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PEYOTEEVER,RC-EVER USED PEYOTE,RECODED DRUG USE,Recodificada,47286,99.973,False,False,False,Conservar como predictor principal
PIPFLAG,RC-PIPES - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PIPMON,RC-PIPES - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRANYFLAG2,RC-ANY PAIN RELIEVER - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRANYYR2,RC-ANY PAIN RELIEVER - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRMAINRSN,RC-MAIN REASON FOR MISUSING PAIN RELIEVERS LAST EPISODE,RECODED DRUG USE,Recodificada,47068,99.512,False,False,False,Conservar como predictor principal
PNRNDAYPM,RC-# OF DAYS MISUSED PAIN RELIEVERS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRNMFLAG,RC-PAIN RELIEVERS - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRNMMON,RC-PAIN RELIEVERS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PNRNMYR,RC-PAIN RELIEVERS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSILCYFLAG,RC-PSILOCYBIN - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSILCYMON,RC-PSILOCYBIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSILCYYR,RC-PSILOCYBIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSYANYFLAG2,RC-ANY PSYCHOTHERAPEUTICS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSYANYYR2,RC-ANY PSYCHOTHERAPEUTICS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSYCHFLAG,RC-ANY PSYCHOTHERAPEUTICS - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSYCHMON,RC-ANY PSYCHOTHERAPEUTICS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
PSYCHYR,RC-ANY PSYCHOTHERAPEUTICS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
RXALPRANY,RC-ALPRAZOLEM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47265,99.928,False,False,False,Conservar como predictor principal
RXALPRMIS,RC-ALPRAZOLEM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47294,99.989,False,False,False,Conservar como predictor principal
RXAMMEANY,RC-AMPHETAMINE OR METHYLPHENIDATE PRODS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal
RXAMMEMIS,RC-AMPHETAMINE OR METHYLPHENIDATE PRODS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47296,99.994,False,False,False,Conservar como predictor principal
RXAMPHANY,RC-AMPHETAMINE - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47278,99.956,False,False,False,Conservar como predictor principal
RXAMPHMIS,RC-AMPHETAMINE - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47295,99.992,False,False,False,Conservar como predictor principal
RXANORANY,RC-ANORECTIC STIMULANTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47274,99.947,False,False,False,Conservar como predictor principal
RXANORMIS,RC-ANORECTIC STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47298,99.998,False,False,False,Conservar como predictor principal
RXBARBANY,RC-BARBITUATES - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47275,99.949,False,False,False,Conservar como predictor principal
RXBARBMIS,RC-BARBITURATES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47297,99.996,False,False,False,Conservar como predictor principal
RXBUPRANY2,RC-BUPRENORPHINE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47217,99.827,False,False,False,Conservar como predictor principal
RXBUPRMIS,RC-BUPRENORPHINE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47285,99.97,False,False,False,Conservar como predictor principal
RXBZOSANY,RC-BENZODIAZEPINE SEDATIVES - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal
RXBZOSMIS,RC-BENZODIAZEPINE SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47298,99.998,False,False,False,Conservar como predictor principal
RXBZOTANY,RC-BENZODIAZEPINE TRANQUILIZERS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47275,99.949,False,False,False,Conservar como predictor principal
RXBZOTMIS,RC-BENZODIAZEPINE TRANQUILIZERS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47294,99.989,False,False,False,Conservar como predictor principal
RXCLONANY,RC-CLONAZEP AM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47262,99.922,False,False,False,Conservar como predictor principal
RXCLONMIS,RC-CLONAZEPAM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal
RXCODEANY2,RC-CODEINE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47217,99.827,False,False,False,Conservar como predictor principal
RXCODEMIS,RC-CODEINE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47280,99.96,False,False,False,Conservar como predictor principal
RXCYCLANY,RC-CYCLOBENZAPRINE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47253,99.903,False,False,False,Conservar como predictor principal
RXCYCLMIS,RC-CYCLOBENZAPRINE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47290,99.981,False,False,False,Conservar como predictor principal
RXDEMEANY2,RC-DEMEROL PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47206,99.803,False,False,False,Conservar como predictor principal
RXDEMEMIS,RC-DEMEROL PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47287,99.975,False,False,False,Conservar como predictor principal
RXDIAZANY,RC-DIAZEPAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47260,99.918,False,False,False,Conservar como predictor principal
RXDIAZMIS,RC-DIAZEPAM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal
RXESZOANY,RC-ESZOPICLONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47276,99.951,False,False,False,Conservar como predictor principal
RXESZOMIS,RC-ESZOPICLONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47298,99.998,False,False,False,Conservar como predictor principal
RXFLURANY,RC-FLURAZEPAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal
RXHYDCANY2,RC-HYDROCODONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47220,99.833,False,False,False,Conservar como predictor principal
RXHYDCMIS,RC-HYDROCODONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47287,99.975,False,False,False,Conservar como predictor principal
RXHYDMANY2,RC-HYDROMORPHONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47206,99.803,False,False,False,Conservar como predictor principal
RXHYDMMIS,RC-HYDROMORPHONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47287,99.975,False,False,False,Conservar como predictor principal
RXLORAANY,RC-LORAZEPAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47262,99.922,False,False,False,Conservar como predictor principal
RXLORAMIS,RC-LORAZEPAM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal
RXMORPANY2,RC-MORPHINE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47205,99.801,False,False,False,Conservar como predictor principal
RXMORPMIS,RC-MORPHINE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47286,99.973,False,False,False,Conservar como predictor principal
RXMRLXANY,RC-MUSCLE RELAXANTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47253,99.903,False,False,False,Conservar como predictor principal
RXMRLXMIS,RC-MUSCLE RELAXANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal
RXMTDNANY2,RC-METHADONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47206,99.803,False,False,False,Conservar como predictor principal
RXMTDNMIS,RC-METHADONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47286,99.973,False,False,False,Conservar como predictor principal
RXMTHPANY,RC-METHYLPHENIDATE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47276,99.951,False,False,False,Conservar como predictor principal
RXMTHPMIS,RC-METHYLPHENIDATE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47297,99.996,False,False,False,Conservar como predictor principal
RXOPPRNMMON,RC-PRESCRIPTION OPIOIDS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,357,0.755,False,False,False,Conservar como predictor principal
RXOXCOANY2,RC-OXYCODONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47215,99.822,False,False,False,Conservar como predictor principal
RXOXCOMIS,RC-OXYCODONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47281,99.962,False,False,False,Conservar como predictor principal
RXOXYMANY2,RC-OXYMORPHONE PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47214,99.82,False,False,False,Conservar como predictor principal
RXOXYMMIS,RC-OXYMORPHONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal
RXPROVANY,RC-PROVIGIL PRODUCTS- ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47274,99.947,False,False,False,Conservar como predictor principal
RXPROVMIS,RC-PROVIGIL PRODUCTS- PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47298,99.998,False,False,False,Conservar como predictor principal
RXSOMAANY,RC-SOMA PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47253,99.903,False,False,False,Conservar como predictor principal
RXSOMAMIS,RC-SOMA PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47291,99.983,False,False,False,Conservar como predictor principal
RXTEMAANY,RC-TEMAZEPAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal
RXTRAMANY2,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47204,99.799,False,False,False,Conservar como predictor principal
RXTRAMMIS,RC-TRAMADOL PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47277,99.953,False,False,False,Conservar como predictor principal
RXTRIAANY,RC-TRIAZOLAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal
RXZALEANY,RC-ZALEPLON PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47276,99.951,False,False,False,Conservar como predictor principal
RXZOHYANY2,RC-ZOHYDRO ER - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47219,99.831,False,False,False,Conservar como predictor principal
RXZOHYMIS,RC-ZOHYDRO ER - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47289,99.979,False,False,False,Conservar como predictor principal
RXZOLPANY,RC-ZOLPIDEM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47278,99.956,False,False,False,Conservar como predictor principal
RXZOLPMIS,RC-ZOLPIDEM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SALVIAFLAG,RC-SALVIA - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SALVIAMON,RC-SALVIA - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SALVIAYR,RC-SALVIA - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDANYFLAG,RC-ANY SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDANYYR,RC-ANY SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDMAINRSN,RC-MAIN REASON FOR MISUSING SEDATIVES LAST EPISODE,RECODED DRUG USE,Recodificada,47045,99.463,False,False,False,Conservar como predictor principal
SEDNDAYPM,RC-# OF DAYS MISUSED SEDATIVES IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDNMFLAG,RC-SEDATIVES - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDNMMON,RC-SEDATIVES - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SEDNMYR,RC-SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SMKLSMDAYS,RC-# OF DAYS USED SMOKELESS TOBACCO IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SMKLSSFLAG,RC-SMOKELESS TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SMKLSSMON,RC-SMOKELESS TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SMKLSSYR,RC-SMOKELESS TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SOLVENEVER2,"RC-EVER INHALED LACQUER THINNER, OTHER PAINT SOLVENTS",RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal
SPAINTEVER2,RC-EVER INHALED SPRAY PAINTS,RECODED DRUG USE,Recodificada,47295,99.992,False,False,False,Conservar como predictor principal
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,401,0.848,False,False,False,Conservar como predictor principal
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,55,0.116,False,False,False,Conservar como predictor principal
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,437,0.924,False,False,False,Conservar como predictor principal
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,297,0.628,False,False,False,Conservar como predictor principal
SRCFRPNRNM,RC-SOURCE OF FRIEND/RELATIVE PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,401,0.848,False,False,False,Conservar como predictor principal
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,55,0.116,False,False,False,Conservar como predictor principal
SRCFRSTMNM,RC-SOURCE OF FRIEND/RELATIVE STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,437,0.924,False,False,False,Conservar como predictor principal
SRCFRTRQNM,RC-SOURCE OF FRIEND/RELATIVE TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,297,0.628,False,False,False,Conservar como predictor principal
SRCPNRNM2,RC-SOURCE OF PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SRCSEDNM2,RC-SOURCE OF SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SRCSTMNM2,RC-SOURCE OF STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
SRCTRQNM2,RC-SOURCE OF TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMANYFLAG,RC-ANY STIMULANTS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMANYYR,RC-ANY STIMULANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMMAINRSN,RC-MAIN REASON FOR MISUSING STIMULANTS LAST EPISODE,RECODED DRUG USE,Recodificada,47083,99.543,False,False,False,Conservar como predictor principal
STMNDAYPM,RC-# OF DAYS MISUSED STIMULANTS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMNMFLAG,RC-STIMULANTS - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMNMMON,RC-STIMULANTS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
STMNMYR,RC-STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBALCFLG,RC-TOBACCO PRODUCT OR ALCOHOL - EVER USED,RECODED DRUG USE,Recodificada,40345,85.298,False,False,False,Conservar como predictor principal
TOBALCMN,RC-TOBACCO PRODUCT OR ALCOHOL - PAST MONTH USE,RECODED DRUG USE,Recodificada,27317,57.754,False,False,False,Conservar como predictor principal
TOBALCYR,RC-TOBACCO PRODUCT OR ALCOHOL - PAST YEAR USE,RECODED DRUG USE,Recodificada,34297,72.511,False,False,False,Conservar como predictor principal
TOBCIGONL,RC-CIGARETTE/NONCIGARETTE TOBACCO ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,8501,17.973,False,False,False,Conservar como predictor principal
TOBCIGVAP2,RC-NIC VAPING AND CIG/NONCIG TOBACCO COMBINATIONS-PM USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBFLAG,RC-ANY TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBMON,RC-ANY TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBVAPONL2,RC-NIC VAPING / TOBACCO PRODUCTS ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBVNICFLAG,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBVNICMON,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBVNICYR,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TOBYR,RC-ANY TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TQSDANYFLG,RC-ANY TRANQUILIZERS OR SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,10902,23.049,False,False,False,Conservar como predictor principal
TQSDANYYR,RC-ANY TRANQUILIZERS OR SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,6304,13.328,False,False,False,Conservar como predictor principal
TQSDNMFLAG,RC-TRANQUILIZERS OR SEDATIVES - EVER MISUSED,RECODED DRUG USE,Recodificada,2287,4.835,False,False,False,Conservar como predictor principal
TQSDNMMON,RC-TRANQUILIZERS OR SEDATIVES - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,265,0.56,False,False,False,Conservar como predictor principal
TQSDNMYR,RC-TRANQUILIZERS OR SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,874,1.848,False,False,False,Conservar como predictor principal
TRQANYFLAG,RC-ANY TRANQUILIZERS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TRQANYYR,RC-ANY TRANQUILIZERS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal
TRQMAINRSN,RC-MAIN REASON FOR MISUSING TRANQUILIZERS LAST EPISODE,RECODED DRUG USE,Recodificada,47118,99.617,False,False,False,Conservar como predictor principal
