variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,47086,99.55,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,47086,99.55,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,47087,99.552,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,47087,99.552,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,47088,99.554,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,46673,98.677,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,46287,97.86,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,47088,99.554,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,47088,99.554,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,47088,99.554,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMWYGAMT,USED STIMULANT IN GREATER AMTS THAN RX PST 12 MOS,STIMULANTS,Original u otra,47073,99.522,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMWYLNGR,USED STIMULANT LONGER THAN RX PAST 12 MONTHS,STIMULANTS,Original u otra,47073,99.522,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMWYNORX,USED STIMULANT W/O OWN RX PAST 12 MONTHS,STIMULANTS,Original u otra,47073,99.522,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMWYOFTN,USED STIMULANT MORE OFTEN THAN RX PAST 12 MONTHS,STIMULANTS,Original u otra,47072,99.52,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMWYOTWY,USED STIMULANT OTHER WAY NOT DIRECTED PST 12 MOS,STIMULANTS,Original u otra,47073,99.522,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMANYLIF,ANY STIMULANT USE IN LIFETIME,STIMULANTS SCREENER,Original u otra,42944,90.793,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
STMANYREC,RC - MOST RECENT ANY STIMULANT USE (RECODE),STIMULANTS SCREENER,Original u otra,47107,99.594,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5PNRUNM2,"PAIN RELIEVER USE DISORDER, PY USERS BUT NOT MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47064,99.503,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47291,99.983,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5SEDUNM,"SEDATIVE USE DISORDER, PY USERS BUT NOT MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47237,99.869,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5STMMIS,"STIMULANT USE DISORDER, PY MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47277,99.953,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5STMUNM,"STIMULANT USE DISORDER, PY USERS BUT NOT MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47224,99.841,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47271,99.941,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
EDUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS",SUBSTANCE USE DISORDER,Original u otra,47192,99.774,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,46864,99.08,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47269,99.937,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47224,99.841,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47290,99.981,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47280,99.96,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47075,99.526,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
PYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR,SUBSTANCE USE DISORDER,Original u otra,47284,99.968,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALAVOIDWD,USE ALC/DRG TO GET OVER/AVOID ALC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46905,99.167,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALAVWALCO,USED ALCOHOL TO GET OVER/AVOID ALC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,20767,43.906,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD ALC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,20766,43.904,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALAVWSVTR,USED SED/TRQ/SLP PILLS/DWNRS TO AVOID ALC WDRWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,20764,43.899,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALBLCKCTD,CONTINUE DRINKING ALCOHOL EVEN AFTER BLACKOUTS,SUBSTANCE USE DISORDER,Original u otra,20971,44.337,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALBLCKOUT,REPEATED BLACKOUTS WHILE OR AFTER DRINKING ALC PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,45519,96.237,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALFMLYCTD,CONTD ALCOHOL USE DESPITE ALC CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,21464,45.379,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALFMLYPRB,ALCOHOL CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46910,99.178,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALGETHURT,ALCOHOL USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46898,99.152,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALHLTHCTD,CONTD TO USE ALCOHOL DESPITE ALCOHOL CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,21110,44.631,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY ALC PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46899,99.154,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALLESSEFF,SAME AMT ALCOHOL HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,44953,95.04,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALLRGAMTS,DRANK ALC LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,46942,99.245,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALMNTLCTD,CONTD ALCOHOL USE DESPITE ALC CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,21542,45.544,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY ALCOHOL PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46322,97.934,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALNEEDMOR,NEEDED A LOT MORE ALCOHOL TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,46924,99.207,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALNOTSTOP,UNABLE TO CUT/STOP ALC USE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,28448,60.145,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALSTOPACT,LESS ACTIVITIES B/C OF ALCOHOL USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46906,99.169,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALSTRURGE,STRONG URGE TO DRINK ALCOHOL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,45794,96.818,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALTIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING ALC IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,43579,92.135,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALTIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF ALCOHOL PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,46932,99.224,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALTRYSTOP,TRY TO CUT DOWN/STOP ALCOHOL USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46875,99.104,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWANTBAD,WANTED TO USE ALCOHOL SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46938,99.237,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDFLANX,FEELING ANXIOUS - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46882,99.118,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDHALUC,SEE/HEAR/FEEL THINGS - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46879,99.112,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDSITST,COULD NOT SIT STILL - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46884,99.123,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDSLEEP,TROUBLE SLEEPING - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46884,99.123,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDSWEAT,SWEATING/RAPID HEARTBEAT - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46856,99.063,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDTRMBL,HANDS TREMBLE - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46877,99.108,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWDVOMIT,VOMITING/UPSET STOMACH - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46886,99.127,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWORKPRB,ALCOHOL CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46908,99.173,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDALWSHSTOP,OFTEN WISH CUT DOWN OR STOP ALCOHOL USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,38600,81.608,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCAVOIDWD,USE COC/OTH DRUG TO GET OVER/AVOID COC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47244,99.884,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCAVWCOCN,USED COCAINE TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46365,98.025,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCAVWMETH,USED METH TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46365,98.025,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD COC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46365,98.025,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCAVWSTIM,USED STM TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46365,98.025,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCFMLYCTD,CONTD COCAINE USE DESPITE COC CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,46405,98.11,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCFMLYPRB,COCAINE CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCGETHURT,COCAINE USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47245,99.886,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCHLTHCTD,CONTD TO USE COCAINE DESPITE COCAINE CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,46378,98.053,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY COC PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCLESSEFF,SAME AMT COCAINE HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,47127,99.636,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCLRGAMTS,USED COC LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCMNTLCTD,CONTD COCAINE USE DESPITE COC CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,46380,98.057,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY COCAINE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47192,99.774,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCNEEDMOR,NEEDED A LOT MORE COCAINE TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,47244,99.884,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCNOTSTOP,UNABLE TO CUT/STOP COCAINE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46616,98.556,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCSTOPACT,LESS ACTIVITIES B/C OF COCAINE USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47246,99.888,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCSTRURGE,STRONG URGE TO USE COCAINE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47131,99.645,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCTIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING COCAINE PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47106,99.592,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCTIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF COCAINE PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,47248,99.892,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCTRYSTOP,TRY TO CUT DOWN/STOP COCAINE USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47245,99.886,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWANTBAD,WANTED TO USE COCAINE SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47247,99.89,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDDREAM,HAVING BAD DREAMS - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46442,98.188,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING COCAINE,SUBSTANCE USE DISORDER,Original u otra,47245,99.886,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDHNGRY,FEELING HUNGRY - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46442,98.188,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDSITST,SLOWED DOWN/RESTLESS - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46442,98.188,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDSLEEP,TROUBLE/MORE SLEEPING - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46442,98.188,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWDTIRED,FEELING TIRED/EXHAUSTED - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46442,98.188,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWORKPRB,COCAINE CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47247,99.89,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDCCWSHSTOP,OFTEN WISH CUT DOWN OR STOP COCAINE USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,46930,99.22,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHAFMLYCTD,CONTD HALLUC USE DESPITE HAL CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,44748,94.607,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHAFMLYPRB,HALLUC CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47030,99.431,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHAGETHURT,HALLUC USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47028,99.427,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHAHLTHCTD,CONTD TO USE HALLUC DESPITE HALLUC CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,44734,94.577,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHAHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY HAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,47030,99.431,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
UDHALESSEFF,SAME AMT HALLUC HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,46973,99.311,False,False,False,Conservar como predictor principal,Excluir: detalle sustituido por versiones resumidas,"Sustituido por variables recodificadas, imputadas o resumidas"
