variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional
IIRXOPANYYR,PRESCRIPTION OPIOIDS - ANY PAST YEAR USE - IMP IND,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIRXOPNMYR,PRESCRIPTION OPIOIDS - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISALVIAREC,SALVIA RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IISEDANYREC,ANY SEDATIVES RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISEDNMREC,SEDATIVE MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47179,99.746,True,False,False,Excluir: variable técnica o de control
IISMKLSSREC,SMOKELESS TOBACCO RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47298,99.998,True,False,False,Excluir: variable técnica o de control
IISTMANYREC,ANY STIMULANTS RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISTMNMREC,STIMULANT MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47217,99.827,True,False,False,Excluir: variable técnica o de control
IITRQANYREC,ANY TRANQUILIZERS RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IITRQNMREC,TRANQUILIZER MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,47166,99.719,True,False,False,Excluir: variable técnica o de control
HLCALLFG,FLAG IF EVERY FORM OF HEALTH INS REPORTED,RECODED HEALTH INSURANCE,Recodificada,17,0.036,True,False,False,Excluir: variable técnica o de control
IIINSUR4,RC-OVERALL HEALTH INSURANCE - IMPUTATION INDICATOR,RECODED HEALTH INSURANCE,Recodificada,47299,100.0,True,False,False,Excluir: variable técnica o de control
OTCFLAG,INCONSISTENCY FLAG FOR REPORT OF OTC COLD MEDS,SPECIAL DRUGS,Original u otra,19,0.04,True,False,False,Excluir: variable técnica o de control
SUTOPALC2,RCVD OUTPATIENT TREATMENT FOR ALCOHOL USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,9143,19.33,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPCOC2,RCVD OUTPATIENT TREATMENT FOR COCAINE USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,41063,86.816,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPHALL2,RCVD OUTPATIENT TREATMENT FOR HALLUCINOGEN USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,38383,81.15,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPHER2,RCVD OUTPATIENT TREATMENT FOR HEROIN USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,46206,97.689,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPINHL2,RCVD OUTPATIENT TREATMENT FOR INHALANT USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,42214,89.249,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPMETH2,RCVD OUTPATIENT TREATMENT FOR METHAMPHETAMINE USE-PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,44920,94.97,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPMRJ2,RCVD OUTPATIENT TREATMENT FOR MARIJUANA USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,23273,49.204,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPODG2,RCVD OUTPATIENT TREATMENT FOR OTHER DRUG USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,6203,13.114,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPPNR2,RCVD OUTPATIENT TREATMENT FOR PAIN RELIEVER USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,23237,49.128,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPSED2,RCVD OUTPATIENT TREATMENT FOR SEDATIVE USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,42366,89.571,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPSTM2,RCVD OUTPATIENT TREATMENT FOR STIMULANT USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,40454,85.528,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTOPTRQ2,RCVD OUTPATIENT TREATMENT FOR TRANQUILIZER USE - PST 12 MOS,ALCOHOL AND DRUG TREATMENT,Original u otra,38500,81.397,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTPEERADB,SUB TYPE (ALC/DRG/BOTH) RCVD HELP FROM PEER SUPP SPCLST FOR,ALCOHOL AND DRUG TREATMENT,Original u otra,5259,11.119,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTPHVIADB,SUBSTANCE TYPE (ALC/DRGS/BOTH) RCVD PHONE/VIDEO SRVCS FOR,ALCOHOL AND DRUG TREATMENT,Original u otra,5512,11.654,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTSUPPADB,SUBSTANCE TYPE (ALC/DRGS/BOTH) PRTCPTD IN SUPP GRP FOR,ALCOHOL AND DRUG TREATMENT,Original u otra,5864,12.398,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNCARE2,UNMET SUB TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER,ALCOHOL AND DRUG TREATMENT,Original u otra,5305,11.216,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNCONSQ2,"UNMET SUB TRMT NEED: WORRIED LOSS OF JOB, HOME, CHLDRN, ETC",ALCOHOL AND DRUG TREATMENT,Original u otra,5309,11.224,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNCOST2,UNMET SUB TRMT NEED: TREATMENT COST TOO MUCH,ALCOHOL AND DRUG TREATMENT,Original u otra,5313,11.233,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNENFCV2,UNMET SUB TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH,ALCOHOL AND DRUG TREATMENT,Original u otra,5277,11.157,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNFFLKE2,UNMET SUB TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE,ALCOHOL AND DRUG TREATMENT,Original u otra,5312,11.231,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNFORCE2,UNMET SUB TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,ALCOHOL AND DRUG TREATMENT,Original u otra,5307,11.22,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNHNDL2,UNMET SUB TRMT NEED: THGHT COULD HANDLE ALC/DRUG USE ON OWN,ALCOHOL AND DRUG TREATMENT,Original u otra,5310,11.226,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNINSCV2,UNMET SUB TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,ALCOHOL AND DRUG TREATMENT,Original u otra,5285,11.174,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNNOFND2,UNMET SUB TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,ALCOHOL AND DRUG TREATMENT,Original u otra,5297,11.199,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNNOHLP2,UNMET SUB TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,ALCOHOL AND DRUG TREATMENT,Original u otra,5298,11.201,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNNOOPN2,UNMET SUB TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,ALCOHOL AND DRUG TREATMENT,Original u otra,5284,11.171,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNPRIV2,UNMET SUB TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,ALCOHOL AND DRUG TREATMENT,Original u otra,5308,11.222,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNPROBS2,"UNMET SUB TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",ALCOHOL AND DRUG TREATMENT,Original u otra,5307,11.22,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNPTHNK2,UNMET SUB TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,ALCOHOL AND DRUG TREATMENT,Original u otra,5317,11.241,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNQUIT2,UNMET SUB TRMT NEED: NOT RDY TO STOP/CUT BCK ON ALC/DRUG USE,ALCOHOL AND DRUG TREATMENT,Original u otra,5309,11.224,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNSTART2,UNMET SUB TRMT NEED: NOT READY TO START TREATMENT,ALCOHOL AND DRUG TREATMENT,Original u otra,5309,11.224,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNTIME2,UNMET SUB TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,ALCOHOL AND DRUG TREATMENT,Original u otra,5308,11.222,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTUNWHER2,UNMET SUB TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,ALCOHOL AND DRUG TREATMENT,Original u otra,5315,11.237,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTERED,SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTINHOSP2,RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTINOPL2,RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTINRHAB2,RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTINRSMH2,RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTODRVMED,TREATED WITH OVERDOSE REVERSAL MEDICATION - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPDOC2,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPHOSP2,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPMHCR2,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPOPL2,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPRHAB2,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPSCHL2,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTOPTHRP2,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRSUTSUPPGRP,PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP REV,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTERED,SEEN IN EMERGENCY ROOM/DEPT FOR MNTL HLTH - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTINHOSP2,RCVD MNTL HLTH TRMT AT HOSPITAL AS INPATIENT - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTINOPL2,RCVD MNTL HLTH TRMT AT OTHER PLACE AS INPATIENT-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTINRHAB2,RCVD MNTL HLTH TRMT AT RSDNTL SUB REHAB/TRMT CTR-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTINRSMH2,RCVD MNTL HLTH TRMT AT RSDNTL MNTL HLTH TRMT CTR-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPDOC2,RCVD MNTL HLTH TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPHOSP2,RCVD MNTL HLTH TRMT AT HOSPITAL AS OUTPTNT - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPMHCR2,RCVD MNTL HLTH TRMT AT OUTPTNT MNTL HLTH TRMT CTR-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPOPL2,RCVD MNTL HLTH TRMT AT OTHER PLACE AS OUTPTNT-PY- IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPRHAB2,RCVD MNTL HLTH TRMT AT OUTPTNT SUB REHAB/TRMT CTR-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPSCHL2,RCVD MNTL HLTH TRMT AT SCHOOL HEALTH/COUNSELING-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTOPTHRP2,RCVD MNTL HLTH TRMT AT THERAPIST OFFICE - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTPEERSPC,RCVD MNTL HLTH HLP FM PEER SUP SPCLST/RECVY COACH-PY-IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTPHVID,RCVD TRMT BY PHONE/VIDEO FOR MNTL HLTH - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTRXMED,USED RX MEDICATION TO HELP WITH MNTL HLTH - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
IRMHTSUPPGRP,PARTICIPATED IN SUPPORT GRP FOR MNTL HLTH - PY - IMP REV,IMPUTED MENTAL HEALTH SERVICES UTILIZATION,Imputada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTSEEKTX2,DID SEEK TRMT FOR MENTAL HEALTH (NOT RCVD TRMT)-PST 12 MOS,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,33471,70.765,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTSHLDTX2,THOUGHT SHLD GET MNTL HLTH TRMT (NOT RCVD TRMT)-PST 12 MOS,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,33089,69.957,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNCARE2,UNMET MH TRMT NEED: NO ONE WOULD CARE IF YOU GOT BETTER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2445,5.169,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNCONSQ2,"UNMET MH TRMT NEED: WORRIED LOSS OF JOB, HOME, CHILDREN, ETC",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2455,5.19,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNCOST2,UNMET MH TRMT NEED: TREATMENT COST TOO MUCH,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2469,5.22,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNENFCV2,UNMET MH TRMT NEED: HEALTH INSURANCE DID NOT COVER ENOUGH,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2207,4.666,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNFFLKE2,UNMET MH TRMT NEED: FAMILY/FRIENDS/RELIG GROUP WOULDNT LIKE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2446,5.171,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2456,5.192,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2463,5.207,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2309,4.882,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2446,5.171,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2386,5.045,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2418,5.112,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2337,4.941,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2454,5.188,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2445,5.169,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2472,5.226,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2426,5.129,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2450,5.18,False,False,True,Sensibilidad: tratamiento o utilización de servicios
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2474,5.231,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTCARE2,RC-UNMET PY SUB USE TRT NEED: NO ONE CARE IF YOU GOT BETTER,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,452,0.956,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTCONSQ2,RC-UNMET PY SUB USE TRT NEED: THGHT WOULD LOSE JOB/HOME/CHLD,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,456,0.964,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTCOST2,RC-UNMET PY SUB USE TRT NEED: THOUGHT COST TOO MUCH,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,460,0.973,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTENCV2,RC-UNMET PY SUB USE TRT NEED: HLTH INSUR DIDNT COVER ENOUGH,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,424,0.896,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTFFLKE2,RC-UNMET PY SUB USE TRT NEED: FAM/FRIENDS/RELIG WOULDNT LIKE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,459,0.97,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTFORCE2,RC-UNMET PY SUB USE TRT NEED: AFRAID TO BE FORCD AGNST WILL,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,454,0.96,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTHNDL2,RC-UNMET PY SUB USE TRT NEED: THOUGHT COULD HANDLE ON OWN,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,457,0.966,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTINSCV2,RC-UNMET PY SUB USE TRT NEED: NO HEALTH INSUR COVERAGE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,432,0.913,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTNOFND2,RC-UNMET PY SUB USE TRT NEED: COULDNT FIND PREFERRED PROVIDR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,444,0.939,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTNOHLP2,RC-UNMET PY SUB USE TRT NEED: DIDN'T THINK TRT WOULD HELP,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,445,0.941,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTNOOPN2,RC-UNMET PY SUB USE TRT NEED: NO OPENING W/ PREFERRED PROVID,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,431,0.911,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTPRIV2,RC-UNMET PY SUB USE TRT NEED: WORRIED INFO NOT KEPT PRIVATE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,455,0.962,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTPROBS2,"RC-UNMET PY SUB USE TRT NEED: PROB W/TRAN, CHLDCARE, APPT TM",RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,454,0.96,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTPTHNK2,RC-UNMET PY SUB USE TRT NEED: WORRIED WHAT PEOPLE THNK/SAY,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,464,0.981,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTQUIT2,RC-UNMET PY SUB USE TRT NEED: NOT RDY TO STOP/CUT SUB USE,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,456,0.964,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTSTART2,RC-UNMET PY SUB USE TRT NEED: NOT READY TO START TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,456,0.964,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTTIME2,RC-UNMET PY SUB USE TRT NEED: NOT ENOUGH TIME FOR TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,455,0.962,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUNTWHER2,RC-UNMET PY SUB USE TRT NEED: DIDNT KNOW WHERE TO GET TRT,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,462,0.977,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTINPPY2,RC-RCVD SUB USE TREATMENT AS AN INPATIENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTNEDALCPY2,RC-CLASSIFIED AS NEEDING SUB USE TRMT FOR ALC USE - PST YR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
SUTNEEDPY2,RC-CLASSIFIED AS NEEDING SUBSTANCE USE TREATMENT - PAST YEAR,RECODED ALCOHOL AND DRUG TREATMENT,Recodificada,47299,100.0,False,False,True,Sensibilidad: tratamiento o utilización de servicios
