variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
FUHALLUC21,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUHER18,RC-FIRST USED HEROIN PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUHER21,RC-FIRST USED HEROIN PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUINHAL182,RC-FIRST USED INHALANTS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUINHAL212,RC-FIRST USED INHALANTS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FULSD18,RC-FIRST USED LSD PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FULSD21,RC-FIRST USED LSD PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUMETHAM18,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUMETHAM21,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUMJ18,RC-FIRST USED MARIJUANA PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUMJ21,RC-FIRST USED MARIJUANA PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUNICVAP18,RC-FIRST VAPED NICOTINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUNICVAP21,RC-FIRST VAPED NICOTINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUPCP18,RC-FIRST USED PCP PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUPCP21,RC-FIRST USED PCP PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUPNRNM18,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUPNRNM21,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUSEDNM21,RC-FIRST MISUSED SEDATIVES PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUSMKLSS18,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUSMKLSS21,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUSTMNM18,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUSTMNM21,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUTRQNM18,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
FUTRQNM21,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GASEVER2,RC-EVER INHALED GASOLINE OR LIGHTER FLUID,RECODED DRUG USE,Recodificada,47297,99.996,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GLUEEVER2,"RC-EVER INHALED GLUE, SHOE POLISH, OR TOLUENE",RECODED DRUG USE,Recodificada,47296,99.994,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLNDAYPM,RC-# OF DAYS USED HALLUCINOGENS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLNDAYYR,RC-# OF DAYS USED HALLUCINOGENS IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLUCFLAG,RC-HALLUCINOGENS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLUCMON,RC-HALLUCINOGENS - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HALLUCYR,RC-HALLUCINOGENS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERFLAG,RC-HEROIN - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERMDAYS,RC-# OF DAYS USED HEROIN IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERMON,RC-HEROIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERRXOPYR,RC-HEROIN USE AND/OR RX OPIOID MISUSE - PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERYDAYS,RC-# OF DAYS USED HEROIN IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERYR,RC-HEROIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HVYDRKMON,RC-HEAVY ALCOHOL USE PAST 30 DAYS,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLALCFLG,RC-ILLICIT DRUG OR ALCOHOL - EVER USED,RECODED DRUG USE,Recodificada,40333,85.272,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLALCMON,RC-ILLICIT DRUG OR ALCOHOL - PAST MONTH USE,RECODED DRUG USE,Recodificada,27079,57.251,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLANDALC,RC-ILLICIT DRUG AND ALCOHOL USE - PAST YEAR USE,RECODED DRUG USE,Recodificada,12585,26.607,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLEMFLAG2,RC-ILLICIT DRUG OTHER THAN MARIJUANA - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLEMMON2,RC-ILLICIT DRUG OTHER THAN MARIJUANA-PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLEMYR2,RC-ILLICIT DRUG OTHER THAN MARIJUANA - PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLFLAG,RC-ANY ILLICIT DRUG - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLMON,RC-ANY ILLICIT DRUG - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLORALC,RC-ILLICIT DRUG OR ALCOHOL USE - PAST YEAR USE,RECODED DRUG USE,Recodificada,34230,72.369,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILLYR,RC-ANY ILLICIT DRUG - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILTOBALCFG,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALCOHOL - EVER USED",RECODED DRUG USE,Recodificada,41094,86.881,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILTOBALCMN,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALC - PAST MONTH USE",RECODED DRUG USE,Recodificada,29157,61.644,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILTOBALCYR,"RC-ILLICIT DRUG, TOBACCO PRD, OR ALCOHOL - PAST YEAR USE",RECODED DRUG USE,Recodificada,35559,75.179,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ILTOBVAPALC,"RC-TOBACCO, NICOTINE VAPING, ALCOHOL, ILLICIT DRUG - PST MON",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHALFLAG2,RC-INHALANTS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHALMON2,RC-INHALANTS - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHALYR2,RC-INHALANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHNDAYPM2,RC-# OF DAYS USED INHALANTS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INHNDAYYR2,RC-# OF DAYS USED INHALANTS IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
KETMINFLAG,RC-KETAMINE - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
KETMINMON,RC-KETAMINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
KETMINYR,RC-KETAMINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LGASEVER2,"RC-EVER INHALED LIGHTER GASES (BUTANE, PROPANE)",RECODED DRUG USE,Recodificada,47295,99.992,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDFLAG,RC-LSD - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDMON,RC-LSD - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
LSDYR,RC-LSD - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MESCEVER,RC-EVER USED MESCALINE,RECODED DRUG USE,Recodificada,47279,99.958,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHAMFLAG,RC-METHAMPHETAMINE - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHAMMON,RC-METHAMPHETAMINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHAMYR,RC-METHAMPHETAMINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHNDAYPM,RC-# OF DAYS USED METHAMPHETAMINE IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
METHNDAYYR,RC-# OF DAYS USED METHAMPHETAMINE IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJCMOTHMON,RC-COMBINED OTHER MARIJUANA MODES - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJCMOTHYR,RC-COMBINED OTHER MARIJUANA MODES - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJDABMON,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC-PAST MONTH USE",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJDABYR,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC - PAST YEAR USE",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJEATMON,RC-MARIJUANA EATING OR DRINKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJEATYR,RC-MARIJUANA EATING OR DRINKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJMTHMON,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH-PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJMTHYR,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJONLYFLAG2,RC-MARIJUANA ONLY - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJONLYMON2,RC-MARIJUANA ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJONLYYR2,RC-MARIJUANA ONLY - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJOTHYR,RC-MARIJUANA USE - SOME OTHER MODE - PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJPLLMON,RC-MARIJUANA PILLS - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJPLLYR,RC-MARIJUANA PILLS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJSKNMON,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJSKNYR,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJSMKMON,RC-MARIJUANA SMOKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJSMKYR,RC-MARIJUANA SMOKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJVAPFLAG,RC-MARIJUANA VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJVAPMON,RC-MARIJUANA VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MJVAPYR,RC-MARIJUANA VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJFLAG,RC-MARIJUANA - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJMDAYS,RC-# OF DAYS USED MARIJUANA IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJMON,RC-MARIJUANA - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJMONVAP2,"RC-MRJ VAPE, MRJ USE BUT NOT VAPE, OR NO MRJ USE - PAST MON",RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJYDAYS,RC-# OF DAYS USED MARIJUANA IN PAST YEAR,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MRJYR,RC-MARIJUANA - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NICVAPFLAG,RC-NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NICVAPMON,RC-NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NICVAPYR,RC-NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NICVPMDAYS,RC-# OF DAYS VAPED NICOTINE IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NITOXIEVER2,"RC-EVER INHALED NITROUS OXIDE OR ""WHIPPITS""",RECODED DRUG USE,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NOOPPRANYYR,RC-NONOPIOID PRESCRIPTION PNR - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,994,2.102,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NOOPPRNMYR,RC-NONOPIOID PRESCRIPTION PNR - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,65,0.137,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OPIANYYR2,RC-ANY OPIOIDS (RX OPIOIDS OR HEROIN) - PAST YEAR USE,RECODED DRUG USE,Recodificada,9466,20.013,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OPINMMON2,RC-OPIOIDS (RX OPIOIDS OR HEROIN) - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,410,0.867,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OPINMYR2,RC-OPIOIDS (RX OPIOIDS OR HEROIN) - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,1441,3.047,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHAEREVER2,RC-EVER USED OTHER AEROSOL SPRAY,RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRPNRANY2,RC-OTHER PAIN RELIEVER PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,46826,99.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRPNRMIS,RC-OTHER PAIN RELIEVER PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47238,99.871,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRSEDANY,RC-OTHER SEDATIVE - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47272,99.943,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRSEDMIS2,RC-OTHER SEDATIVE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47283,99.966,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRSTMANY,RC-OTHER STIMULANT - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47267,99.932,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRSTMMIS,RC-OTHER STIMULANT PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47287,99.975,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRTRQANY,RC-OTHER TRANQUILIZER- ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47250,99.896,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHRTRQMIS,RC-OTHER TRANQUILIZER PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47279,99.958,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OXYCNANYYR2,RC-OXYCONTIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OXYCNNMYR,RC-OXYCONTIN - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPFLAG,RC-PCP - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPMON,RC-PCP - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PCPYR,RC-PCP - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PEYOTEEVER,RC-EVER USED PEYOTE,RECODED DRUG USE,Recodificada,47286,99.973,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
